code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,date_scrutin,inscrits,votants,abstention,blancs,nuls,exprimes,turnout_pct,blancs_pct,nuls_pct,voix_roussel,voix_pct_roussel,voix_macron,voix_pct_macron,voix_poutou,voix_pct_poutou,voix_lassalle,voix_pct_lassalle,voix_jadot,voix_pct_jadot,voix_melenchon,voix_pct_melenchon,voix_hidalgo,voix_pct_hidalgo,voix_pecresse,voix_pct_pecresse,voix_dupont_aignan,voix_pct_dupont_aignan,voix_zemmour,voix_pct_zemmour,voix_lepen,voix_pct_lepen,voix_arthaud,voix_pct_arthaud
44198,Les Sorinières,244400404,presidentielle,2022,1,2022-04-10,6414,4843,1571,58,18,4766,0.7550139848425625,0.012075004874375576,0.003677632330892784,127,0.026647083508182963,1416,0.2971044901384809,100,0.0209819555182543,96,0.020142677297524128,435,0.09127150650440621,1582,0.33193453629878306,97,0.020352496852706674,179,0.037557700377675196,32,0.006714225765841376,294,0.061686949223667645,389,0.08161980696600923,19,0.003986571548468317
44094,Mauves-sur-Loire,244400404,presidentielle,2022,1,2022-04-10,2375,1793,582,22,7,1765,0.7550139848425627,0.012075004874375576,0.0036776323308927838,47,0.026628895184135977,524,0.29688385269121814,37,0.020963172804532578,36,0.020396600566572238,161,0.09121813031161473,586,0.3320113314447592,36,0.020396600566572238,66,0.037393767705382434,12,0.006798866855524079,109,0.06175637393767705,144,0.08158640226628895,7,0.00396600566572238
44109,Nantes,244400404,presidentielle,2022,1,2022-04-10,227549,171803,55746,2075,632,169096,0.7550139848425628,0.012075004874375576,0.0036776323308927838,4507,0.026653498604343094,50243,0.2971270757439561,3545,0.020964422576524578,3415,0.020195628518711265,15431,0.09125585466244027,56137,0.3319830155651228,3445,0.0203730425320528,6353,0.03757037422529214,1133,0.00670033590386526,10427,0.061663197237072434,13781,0.08149808392865591,679,0.004015470501963382
44114,Orvault,244400404,presidentielle,2022,1,2022-04-10,19839,14978,4860,181,55,14743,0.7550139848425627,0.012075004874375576,0.0036776323308927838,393,0.02665671844265075,4380,0.2970901444753442,309,0.020959099233534558,298,0.02021298243234077,1345,0.09122973614596758,4896,0.3320898053313437,300,0.020348640032557826,554,0.03757715526012345,99,0.006715051210744082,909,0.061656379298650206,1201,0.08146238893033982,59,0.0040018992064030385
44143,Rezé,244400404,presidentielle,2022,1,2022-04-10,30344,22910,7434,277,84,22549,0.7550139848425627,0.012075004874375576,0.0036776323308927838,601,0.02665306665484057,6700,0.2971306931571245,473,0.020976539979599983,455,0.020178278415894275,2058,0.09126790545035257,7486,0.3319881147722737,459,0.020355669874495542,847,0.03756264135881857,151,0.00669652756219788,1390,0.061643531863940754,1838,0.0815113752272828,91,0.004035655683178855
44150,Saint-Aignan-Grandlieu,244400404,presidentielle,2022,1,2022-04-10,2794,2109,684,25,8,2076,0.7550139848425627,0.012075004874375576,0.0036776323308927838,55,0.026493256262042388,617,0.2972061657032755,44,0.02119460500963391,42,0.02023121387283237,190,0.09152215799614644,689,0.33188824662813105,42,0.02023121387283237,78,0.03757225433526012,14,0.00674373795761079,128,0.06165703275529865,169,0.08140655105973026,8,0.0038535645472061657
44162,Saint-Herblain,244400404,presidentielle,2022,1,2022-04-10,35393,26722,8671,323,98,26301,0.7550139848425627,0.012075004874375576,0.0036776323308927838,701,0.02665297897418349,7815,0.29713699098893576,551,0.020949773772860347,531,0.02018934641268393,2400,0.09125128322117029,8732,0.3320025854530246,536,0.02037945325272803,988,0.037565111592715104,176,0.006691760769552488,1622,0.06167065891030759,2143,0.08147979164290331,106,0.004030265008935022
44166,Saint-Jean-de-Boiseau,244400404,presidentielle,2022,1,2022-04-10,4217,3184,1033,38,12,3134,0.7550139848425627,0.012075004874375576,0.0036776323308927838,84,0.026802807913209957,931,0.2970644543714103,66,0.021059349074664963,63,0.020102105934907466,286,0.09125717932354818,1040,0.3318442884492661,64,0.0204211869814933,118,0.03765156349712827,21,0.006700701978302489,193,0.06158264199106573,255,0.08136566687938736,13,0.004148053605615826
44171,Saint-Léger-les-Vignes,244400404,presidentielle,2022,1,2022-04-10,1480,1117,363,13,4,1100,0.7550139848425627,0.012075004874375576,0.003677632330892784,29,0.026363636363636363,327,0.2972727272727273,23,0.02090909090909091,22,0.02,100,0.09090909090909091,365,0.33181818181818185,22,0.02,41,0.03727272727272727,7,0.006363636363636364,68,0.06181818181818182,90,0.08181818181818182,6,0.005454545454545455
44190,Saint-Sébastien-sur-Loire,244400404,presidentielle,2022,1,2022-04-10,19861,14995,4866,181,55,14759,0.7550139848425627,0.012075004874375576,0.0036776323308927838,393,0.02662782031302934,4385,0.29710685005759196,309,0.020936377803374213,298,0.02019106985568128,1347,0.09126634595839826,4900,0.33200081306321566,301,0.020394335659597532,555,0.03760417372450708,99,0.006707771529236398,910,0.061657293854597194,1203,0.08150958737041805,59,0.003997560810353005
44172,Sainte-Luce-sur-Loire,244400404,presidentielle,2022,1,2022-04-10,11359,8576,2783,104,32,8441,0.7550139848425627,0.012075004874375576,0.0036776323308927838,225,0.026655609524937805,2508,0.2971211941713067,177,0.02096907949295107,170,0.02013979386328634,770,0.09122141926312048,2802,0.33195119061722544,172,0.02037673261461912,317,0.03755479208624571,57,0.006752754412984244,521,0.06172254472218931,688,0.08150693045847648,34,0.004027958772657268
44194,Sautron,244400404,presidentielle,2022,1,2022-04-10,5974,4510,1463,54,17,4439,0.7550139848425627,0.012075004874375576,0.0036776323308927833,118,0.026582563640459564,1319,0.2971389952692048,93,0.02095066456409101,90,0.020274836674926786,405,0.09123676503717053,1474,0.3320567695426898,89,0.020049560711872045,167,0.037621085830141926,30,0.006758278891642262,274,0.061725613876999326,362,0.08154989862581663,18,0.004054967334985357
44204,Thouaré-sur-Loire,244400404,presidentielle,2022,1,2022-04-10,7669,5790,1879,70,21,5699,0.7550139848425627,0.012075004874375576,0.0036776323308927838,152,0.026671345850149148,1693,0.29706966134409546,121,0.021231795051763466,115,0.020178978768204948,520,0.09124407790840498,1892,0.33198806808211967,116,0.020354448148798034,214,0.037550447446920515,38,0.006667836462537287,351,0.06158975258817336,464,0.08141779259519213,23,0.00403579575364099
44215,Vertou,244400404,presidentielle,2022,1,2022-04-10,18234,13767,4467,166,51,13550,0.7550139848425627,0.012075004874375577,0.0036776323308927838,361,0.026642066420664207,4026,0.29712177121771216,284,0.02095940959409594,274,0.02022140221402214,1237,0.09129151291512916,4498,0.33195571955719555,276,0.0203690036900369,509,0.03756457564575646,91,0.006715867158671587,836,0.06169741697416974,1104,0.0814760147601476,54,0.003985239852398524
