code_commune_insee,nom_commune,code_epci,type_scrutin,annee,tour,date_scrutin,inscrits,votants,abstention,blancs,nuls,exprimes,turnout_pct,blancs_pct,nuls_pct,voix_fn,voix_pct_fn,voix_lr,voix_pct_lr,voix_ps,voix_pct_ps,voix_eelv,voix_pct_eelv,voix_modem,voix_pct_modem,voix_other,voix_pct_other,voix_lrem,voix_pct_lrem,voix_rn,voix_pct_rn,voix_lfi,voix_pct_lfi,voix_fg,voix_pct_fg,voix_dlf,voix_pct_dlf,voix_lo,voix_pct_lo,voix_npa,voix_pct_npa,voix_re,voix_pct_re,voix_nupes,voix_pct_nupes,voix_hollande,voix_pct_hollande,voix_sarkozy,voix_pct_sarkozy,voix_melenchon,voix_pct_melenchon,voix_bayrou,voix_pct_bayrou,voix_lepen,voix_pct_lepen,voix_joly,voix_pct_joly,voix_dupont_aignan,voix_pct_dupont_aignan,voix_poutou,voix_pct_poutou,voix_arthaud,voix_pct_arthaud,voix_cheminade,voix_pct_cheminade,voix_macron,voix_pct_macron,voix_fillon,voix_pct_fillon,voix_hamon,voix_pct_hamon,voix_lassalle,voix_pct_lassalle,voix_asselineau,voix_pct_asselineau,voix_roussel,voix_pct_roussel,voix_jadot,voix_pct_jadot,voix_hidalgo,voix_pct_hidalgo,voix_pecresse,voix_pct_pecresse,voix_zemmour,voix_pct_zemmour,estime_x,fn_pct,lr_pct,ps_pct,eelv_pct,modem_pct,other_pct,lrem_pct,rn_pct,lfi_pct,fg_pct,dlf_pct,lo_pct,npa_pct,re_pct,nupes_pct,hollande_pct,sarkozy_pct,melenchon_pct,bayrou_pct,lepen_pct,joly_pct,dupont_aignan_pct,poutou_pct,arthaud_pct,cheminade_pct,macron_pct,fillon_pct,hamon_pct,lassalle_pct,asselineau_pct,roussel_pct,jadot_pct,hidalgo_pct,pecresse_pct,zemmour_pct,parti_en_tete,famille_politique,population,revenu_median_uc_euros,taux_chomage_pct,delinquance_pour_1000_hab,entreprises_actives,associations_actives,taux_pauvrete_pct,estime_y,population_delta,winner_prev
44009,Basse-Goulaine,244400404,presidentielle,2017,2,2017-05-07,6405,4868,1537,195,97,4576,0.7600312256049961,0.040057518488085454,0.019926047658175843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,0.1499125874125874,,,,,,,,,,,3890.0,0.8500874125874126,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,0.14991258741258742,,,,,,0.8500874125874126,,,,,,,,,,MACRON,RE,9150,21505.63,9.22,25.7,914,94,15.18,False,0.0,MACRON
44009,Basse-Goulaine,244400404,presidentielle,2022,1,2022-04-10,6732,5083,1649,61,19,5003,0.7550505050505051,0.012000786936848317,0.0037379500295101316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1661.0,0.3320007995202878,,,408.0,0.0815510693583849,,,34.0,0.006795922446532,105.0,0.0209874075554667,20.0,0.0039976014391365,,,1486.0,0.2970217869278433,,,,,101.0,0.0201878872676394,,,133.0,0.0265840495702578,457.0,0.0913451928842694,102.0,0.0203877673395962,188.0,0.0375774535278832,308.0,0.0615630621627023,False,,,,,,,,,,,,,,,,,,0.3320007995202878,,0.08155106935838496,,0.006795922446532081,0.02098740755546672,0.003997601439136518,,0.2970217869278433,,,0.020187887267639416,,0.026584049570257846,0.09134519288426944,0.02038776733959624,0.03757745352788327,0.06156306216270238,MELENCHON,LFI,9617,22602.63,8.47,24.7,961,96,14.68,False,467.0,MACRON
44009,Basse-Goulaine,244400404,presidentielle,2022,2,2022-04-24,6732,5049,1683,151,50,4847,0.75,0.029906912259853435,0.009902951079421667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1163.0,0.2399422323086445,,,,,,,,,,,3684.0,0.7600577676913555,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,0.23994223230864453,,,,,,0.7600577676913555,,,,,,,,,,MACRON,RE,9617,22602.63,8.47,24.7,961,96,14.68,False,0.0,MELENCHON
44018,Bouaye,244400404,europeenne,2014,1,2014-05-25,5353,2409,2944,72,48,2288,0.45002802167009154,0.029887920298879204,0.019925280199252802,572.0,0.25,458.0,0.2001748251748251,319.0,0.1394230769230769,275.0,0.1201923076923077,229.0,0.1000874125874125,435.0,0.1901223776223776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.25,0.20017482517482518,0.13942307692307693,0.1201923076923077,0.10008741258741259,0.19012237762237763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FN,RN,7647,20854.21,9.67,26.3,765,79,15.5,False,,
44018,Bouaye,244400404,europeenne,2019,1,2019-05-26,5626,2813,2813,84,56,2672,0.5,0.029861357980803412,0.019907571987202274,,,267.0,0.0999251497005988,160.0,0.059880239520958,374.0,0.1399700598802395,,,374.0,0.1399700598802395,882.0,0.3300898203592814,428.0,0.1601796407185629,187.0,0.0699850299401197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.0999251497005988,0.059880239520958084,0.13997005988023953,,0.13997005988023953,0.3300898203592814,0.1601796407185629,0.06998502994011976,,,,,,,,,,,,,,,,,,,,,,,,,,,LREM,RE,8037,21917.98,8.92,25.3,804,81,15.0,False,390.0,FN
44018,Bouaye,244400404,legislative,2012,1,2012-06-10,5248,3411,1837,102,68,3241,0.6499618902439024,0.02990325417766051,0.019935502785107008,,,875.0,0.2699784017278617,1037.0,0.3199629743906201,162.0,0.0499845726627584,227.0,0.0700401110768281,0.0,0.0,,,324.0,0.0999691453255168,,,454.0,0.1400802221536563,97.0,0.0299290342486886,33.0,0.0101820425794507,32.0,0.0098734958346189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.26997840172786175,0.31996297439062016,0.04998457266275841,0.07004011107682814,0.0,,0.09996914532551682,,0.1400802221536563,0.029929034248688677,0.010182042579450786,0.009873495834618945,,,,,,,,,,,,,,,,,,,,,,,PS,PS,7497,20443.3,9.97,26.7,750,78,15.7,False,,
44018,Bouaye,244400404,legislative,2017,1,2017-06-11,5515,3419,2096,103,68,3249,0.6199456029011786,0.03012576776835332,0.01988885639075753,,,520.0,0.1600492459218221,163.0,0.0501692828562634,130.0,0.0400123114804555,130.0,0.0400123114804555,162.0,0.0498614958448753,1527.0,0.4699907663896583,227.0,0.0698676515851031,390.0,0.1200369344413665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.1600492459218221,0.050169282856263465,0.040012311480455524,0.040012311480455524,0.04986149584487535,0.46999076638965837,0.06986765158510311,0.12003693444136658,,,,,,,,,,,,,,,,,,,,,,,,,,,LREM,RE,7879,21486.11,9.22,25.7,788,80,15.2,False,382.0,PS
44018,Bouaye,244400404,legislative,2022,1,2022-06-12,5797,3478,2319,104,70,3304,0.5999654993962394,0.029902242668200116,0.020126509488211614,,,231.0,0.0699152542372881,,,,,,,264.0,0.0799031476997578,,,496.0,0.1501210653753026,,,,,,,,,,,1322.0,0.4001210653753027,991.0,0.2999394673123486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.06991525423728813,,,,0.07990314769975787,,0.15012106537530268,,,,,,0.4001210653753027,0.29993946731234866,,,,,,,,,,,,,,,,,,,,,RE,RE,8281,22582.12,8.47,24.7,828,82,14.7,False,402.0,LREM
44018,Bouaye,244400404,municipale,2014,1,2014-03-23,5353,2944,2409,88,59,2797,0.5499719783299085,0.029891304347826088,0.020040760869565216,,,559.0,0.1998569896317483,951.0,0.3400071505184125,559.0,0.1998569896317483,,,308.0,0.1101179835538076,,,196.0,0.0700750804433321,224.0,0.080085806220951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.1998569896317483,0.34000715051841257,0.1998569896317483,,0.11011798355380766,,0.07007508044333215,0.08008580622095102,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,7647,20854.21,9.67,26.3,765,79,15.5,False,,
44018,Bouaye,244400404,municipale,2020,1,2020-03-15,5683,2444,3239,98,73,2272,0.43005454865388,0.040098199672667756,0.029869067103109655,,,295.0,0.1298415492957746,636.0,0.2799295774647887,636.0,0.2799295774647887,,,68.0,0.0299295774647887,364.0,0.1602112676056338,68.0,0.0299295774647887,205.0,0.0902288732394366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.12984154929577466,0.27992957746478875,0.27992957746478875,,0.02992957746478873,0.1602112676056338,0.02992957746478873,0.09022887323943662,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,8118,22137.16,8.77,25.1,812,81,14.9,False,471.0,PS
44018,Bouaye,244400404,presidentielle,2012,1,2012-04-22,5248,4241,1007,0,58,4183,0.8081173780487805,0.0,0.013676019806649375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513.0,0.3617021276595745,1060.0,0.2534066459478843,518.0,0.1238345684915132,457.0,0.1092517332058331,326.0,0.0779344967726512,193.0,0.0461391345923978,52.0,0.0124312694238584,38.0,0.0090843891943581,17.0,0.0040640688501075,9.0,0.0021515658618216,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0.3617021276595745,0.2534066459478843,0.12383456849151327,0.10925173320583313,0.07793449677265121,0.0461391345923978,0.012431269423858474,0.009084389194358116,0.004064068850107579,0.002151565861821659,,,,,,,,,,,HOLLANDE,PS,7497,20443.3,9.97,26.7,750,78,15.7,False,,
44018,Bouaye,244400404,presidentielle,2012,2,2012-05-06,5248,4303,945,86,22,4196,0.8199314024390244,0.019986056239832677,0.005112712061352545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601.0,0.6198760724499524,1595.0,0.3801239275500476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0.6198760724499524,0.38012392755004765,,,,,,,,,,,,,,,,,,,HOLLANDE,PS,7497,20443.3,9.97,26.7,750,78,15.7,False,0.0,HOLLANDE
44018,Bouaye,244400404,presidentielle,2017,1,2017-04-23,5515,4464,1052,57,18,4389,0.8094288304623753,0.012768817204301076,0.004032258064516129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1087.0,0.2476646160856687,,,304.0,0.0692640692640692,,,102.0,0.02323991797676,64.0,0.0145819093187514,19.0,0.0043290043290043,9.0,0.0020505809979494,1315.0,0.2996126680337206,864.0,0.1968557758031442,505.0,0.1150603782182729,72.0,0.0164046479835953,48.0,0.0109364319890635,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,0.24766461608566873,,0.06926406926406926,,0.02323991797676008,0.014581909318751423,0.004329004329004329,0.002050580997949419,0.29961266803372066,0.19685577580314423,0.11506037821827296,0.016404647983595352,0.010936431989063569,,,,,,MACRON,RE,7879,21486.11,9.22,25.7,788,80,15.2,False,382.0,HOLLANDE
44018,Bouaye,244400404,presidentielle,2017,2,2017-05-07,5515,4192,1324,168,84,3940,0.7601087941976428,0.04007633587786259,0.020038167938931296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.0,0.15,,,,,,,,,,,3349.0,0.85,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,0.15,,,,,,0.85,,,,,,,,,,MACRON,RE,7879,21486.11,9.22,25.7,788,80,15.2,False,0.0,MACRON
44018,Bouaye,244400404,presidentielle,2022,1,2022-04-10,5797,4377,1420,53,16,4308,0.7550457132999827,0.012108750285583733,0.003655471784327165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1430.0,0.3319405756731662,,,351.0,0.0814763231197771,,,29.0,0.0067316620241411,90.0,0.0208913649025069,17.0,0.0039461467038068,,,1280.0,0.2971216341689879,,,,,87.0,0.0201949860724234,,,115.0,0.02669452181987,393.0,0.091225626740947,88.0,0.0204271123491179,162.0,0.0376044568245125,266.0,0.0617455896007428,False,,,,,,,,,,,,,,,,,,0.3319405756731662,,0.08147632311977716,,0.006731662024141133,0.020891364902506964,0.003946146703806871,,0.2971216341689879,,,0.0201949860724234,,0.02669452181987001,0.09122562674094707,0.02042711234911792,0.037604456824512536,0.061745589600742806,MELENCHON,LFI,8281,22582.12,8.47,24.7,828,82,14.7,False,402.0,MACRON
44018,Bouaye,244400404,presidentielle,2022,2,2022-04-24,5797,4348,1449,130,43,4174,0.7500431257547007,0.029898804047838085,0.009889604415823367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.0,0.2400574988021082,,,,,,,,,,,3172.0,0.7599425011978918,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,,0.24005749880210828,,,,,,0.7599425011978918,,,,,,,,,,MACRON,RE,8281,22582.12,8.47,24.7,828,82,14.7,False,0.0,MELENCHON
44020,Bouguenais,244400404,europeenne,2014,1,2014-05-25,13310,5990,7321,180,120,5690,0.45003756574004505,0.03005008347245409,0.02003338898163606,1423.0,0.2500878734622144,1138.0,0.2,797.0,0.1400702987697715,683.0,0.1200351493848857,569.0,0.1,1080.0,0.1898066783831282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,0.2500878734622144,0.2,0.14007029876977153,0.12003514938488577,0.1,0.18980667838312829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FN,RN,19015,21028.7,9.64,26.0,1901,197,15.35,False,,
44020,Bouguenais,244400404,europeenne,2019,1,2019-05-26,13989,6994,6994,210,140,6645,0.4999642576309958,0.03002573634543895,0.020017157563625966,,,665.0,0.1000752445447705,399.0,0.0600451467268623,930.0,0.1399548532731377,,,930.0,0.1399548532731377,2193.0,0.3300225733634311,1063.0,0.1599699021820918,465.0,0.0699774266365688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.1000752445447705,0.0600451467268623,0.1399548532731377,,0.1399548532731377,0.33002257336343116,0.1599699021820918,0.06997742663656885,,,,,,,,,,,,,,,,,,,,,,,,,,,LREM,RE,19984,22101.38,8.89,25.0,1998,202,14.85,False,969.0,FN
44020,Bouguenais,244400404,legislative,2012,1,2012-06-10,13048,8481,4567,254,170,8057,0.6499846719803801,0.029949298431788705,0.020044806037023934,,,2174.0,0.2698274792106243,2578.0,0.3199702122378056,403.0,0.0500186173513714,564.0,0.0700012411567581,0.0,0.0,,,806.0,0.1000372347027429,,,1128.0,0.1400024823135162,242.0,0.0300359935459848,81.0,0.0100533697405982,81.0,0.0100533697405982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.2698274792106243,0.31997021223780564,0.050018617351371475,0.0700012411567581,0.0,,0.10003723470274295,,0.1400024823135162,0.03003599354598486,0.010053369740598237,0.010053369740598237,,,,,,,,,,,,,,,,,,,,,,,PS,PS,18640,20614.35,9.94,26.4,1864,195,15.55,False,,
44020,Bouguenais,244400404,legislative,2017,1,2017-06-11,13714,8502,5211,255,170,8077,0.619950415633659,0.029992942836979536,0.01999529522465302,,,1292.0,0.1599603813297016,404.0,0.0500185712517023,323.0,0.0399900953324254,323.0,0.0399900953324254,404.0,0.0500185712517023,3796.0,0.4699764764145103,566.0,0.0700755230902562,969.0,0.1199702859972762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.1599603813297016,0.050018571251702365,0.0399900953324254,0.0399900953324254,0.050018571251702365,0.46997647641451035,0.07007552309025629,0.11997028599727622,,,,,,,,,,,,,,,,,,,,,,,,,,,LREM,RE,19591,21665.89,9.19,25.4,1959,200,15.05,False,951.0,PS
44020,Bouguenais,244400404,legislative,2022,1,2022-06-12,14413,8648,5765,259,173,8215,0.600013876361618,0.029949121184088805,0.020004625346901016,,,575.0,0.0699939135727328,,,,,,,657.0,0.0799756542909312,,,1232.0,0.149969567863664,,,,,,,,,,,3286.0,0.4,2465.0,0.3000608642726719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.06999391357273281,,,,0.07997565429093122,,0.14996956786366403,,,,,,0.4,0.3000608642726719,,,,,,,,,,,,,,,,,,,,,RE,RE,20590,22771.07,8.44,24.4,2059,205,14.55,False,999.0,LREM
44020,Bouguenais,244400404,municipale,2014,1,2014-03-23,13310,7321,5990,220,146,6955,0.550037565740045,0.030050539543778173,0.019942630788143696,,,1391.0,0.2,2365.0,0.3400431344356578,1391.0,0.2,,,765.0,0.1099928109273903,,,487.0,0.0700215672178289,556.0,0.0799424874191229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.2,0.3400431344356578,0.2,,0.10999281092739037,,0.0700215672178289,0.07994248741912294,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,19015,21028.7,9.64,26.0,1901,197,15.35,False,,
44020,Bouguenais,244400404,municipale,2020,1,2020-03-15,14129,6075,8053,243,182,5650,0.42996673508387007,0.04,0.029958847736625514,,,735.0,0.1300884955752212,1582.0,0.28,1580.0,0.279646017699115,,,170.0,0.0300884955752212,904.0,0.16,170.0,0.0300884955752212,509.0,0.0900884955752212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,0.13008849557522123,0.28,0.27964601769911507,,0.03008849557522124,0.16,0.03008849557522124,0.09008849557522124,,,,,,,,,,,,,,,,,,,,,,,,,,,PS,PS,20184,22322.39,8.74,24.8,2018,203,14.75,False,1169.0,PS
44020,Bouguenais,244400404,presidentielle,2012,1,2012-04-22,13048,10545,2503,0,144,10401,0.8081698344573881,0.0,0.013655761024182077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3762.0,0.3616959907701182,2635.0,0.2533410249014518,1288.0,0.1238342467070474,1136.0,0.1092202672819921,810.0,0.0778771271993077,477.0,0.045860974906259,130.0,0.0124987981924814,98.0,0.0094221709451014,42.0,0.0040380732621863,23.0,0.0022113258340544,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,,,0.36169599077011827,0.2533410249014518,0.1238342467070474,0.10922026728199212,0.07787712719930776,0.04586097490625901,0.012498798192481493,0.009422170945101432,0.004038073262186328,0.0022113258340544176,,,,,,,,,,,HOLLANDE,PS,18640,20614.35,9.94,26.4,1864,195,15.55,False,,
